lineno;moment;mapnumber;round;map_name;match_id;hs;penetrated;throughsmoke;type;author_name;author_id;author_side;time;victim_id;victim_name;victim_side;weapon;damage;damage_armor;victim_health;victim_armor;hitgroup;author_coord;victim_coord;blinded_time;flashbang_id
122;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:34:52;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;ak47;27.0;4.0;73.0;95.0;chest;('3821', '-11781', '3154');('3815', '-11589', '3154');;
123;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:34:52;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;ak47;143.0;0.0;0.0;95.0;head;('3819', '-11773', '3154');('3804', '-11592', '3154');;
124;map_vetoing;0;0;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:34:52;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;ak47;;;;;;('3819', '-11773', '3154');('3804', '-11592', '3218');;
125;map_vetoing;0;0;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:34:52;;;;;;;;;;;;;
126;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:53;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('6084', '-11948', '3136');('6258', '-11298', '3136');;
127;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:53;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1;26.0;5.0;48.0;88.0;chest;('6084', '-11948', '3136');('6256', '-11306', '3136');;
128;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:53;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1;26.0;5.0;22.0;82.0;chest;('6084', '-11948', '3136');('6256', '-11309', '3136');;
129;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:53;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1;26.0;5.0;0.0;76.0;chest;('6084', '-11948', '3136');('6256', '-11312', '3136');;
130;map_vetoing;0;0;;bo3;0;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:53;STEAM_1:0:62033627;mauroban;TERRORIST;;;;;;;('6084', '-11948', '3136');('6256', '-11312', '3200');;
131;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:34:53;;;;;;;;;;;;;
132;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:34:55;;;;;;;;;;;;;
133;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:34:56;;;;;;;;;;;;;
134;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:34:56;STEAM_1:0:421866189;HRZ;CT;galilar;117.0;0.0;0.0;100.0;head;('8529', '-11513', '3154');('8624', '-12144', '3136');;
135;map_vetoing;0;0;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:34:56;STEAM_1:0:421866189;HRZ;CT;galilar;;;;;;('8529', '-11513', '3154');('8624', '-12144', '3200');;
136;map_vetoing;0;0;;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:34:56;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;hkp2000;123.0;0.0;0.0;100.0;head;('1360', '-11848', '3154');('1520', '-11216', '3136');;
137;map_vetoing;0;0;;bo3;1;0;0;killed;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:34:56;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;usp_silencer;;;;;;('1360', '-11848', '3154');('1520', '-11216', '3200');;
138;map_vetoing;0;0;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:34:58;STEAM_1:0:223654549;Leoncio;CT;hkp2000;20.0;9.0;80.0;90.0;stomach;('6177', '-11363', '3136');('6104', '-11893', '3154');;
139;map_vetoing;0;0;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:34:58;;;;;;;;;;;;;
140;map_vetoing;0;0;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:34:58;STEAM_1:0:222365165;Å‚uuÐºz1;CT;m4a1;22.0;4.0;78.0;95.0;left arm;('3774', '-11587', '3154');('3920', '-12144', '3136');;
141;map_vetoing;0;0;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:34:58;STEAM_1:0:222365165;Å‚uuÐºz1;CT;m4a1;127.0;0.0;0.0;95.0;head;('3773', '-11587', '3154');('3920', '-12144', '3136');;
142;map_vetoing;0;0;;bo3;1;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:34:58;STEAM_1:0:222365165;Å‚uuÐºz1;CT;m4a1;;;;;;('3773', '-11587', '3154');('3920', '-12144', '3200');;
143;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:34:58;;;;;;;;;;;;;
144;map_vetoing;0;0;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:34:59;STEAM_1:0:223654549;Leoncio;CT;hkp2000;16.0;7.0;64.0;82.0;chest;('6182', '-11376', '3136');('6165', '-11897', '3150');;
145;map_vetoing;0;0;;bo3;0;0;0;attacked;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 19:34:59;STEAM_1:0:79381514;pLn;CT;famas;20.0;4.0;80.0;95.0;chest;('10988', '-11612', '3154');('11088', '-12144', '3136');;
146;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:59;STEAM_1:0:62033627;mauroban;TERRORIST;hkp2000;127.0;0.0;0.0;100.0;head;('6206', '-11898', '3149');('6188', '-11376', '3136');;
147;map_vetoing;0;0;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:34:59;STEAM_1:0:62033627;mauroban;TERRORIST;usp_silencer;;;;;;('6206', '-11898', '3149');('6188', '-11376', '3200');;
148;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:01;;;;;;;;;;;;;
149;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:01;;;;;;;;;;;;;
150;map_vetoing;0;0;;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:01;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;m4a1;127.0;0.0;0.0;100.0;head;('1363', '-11834', '3154');('1520', '-11216', '3136');;
151;map_vetoing;0;0;;bo3;1;0;0;killed;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:01;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;m4a1;;;;;;('1363', '-11834', '3154');('1520', '-11216', '3200');;
152;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:04;STEAM_1:0:62033627;mauroban;TERRORIST;galilar;117.0;0.0;0.0;100.0;head;('6177', '-11851', '3154');('6219', '-11348', '3136');;
153;map_vetoing;0;0;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:04;STEAM_1:0:62033627;mauroban;TERRORIST;galilar;;;;;;('6177', '-11851', '3154');('6219', '-11348', '3200');;
154;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:04;;;;;;;;;;;;;
155;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:05;STEAM_1:0:421866189;HRZ;CT;deagle;172.0;0.0;0.0;100.0;head;('8485', '-11591', '3154');('8614', '-12134', '3136');;
156;map_vetoing;0;0;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:05;STEAM_1:0:421866189;HRZ;CT;deagle;;;;;;('8485', '-11591', '3154');('8614', '-12134', '3200');;
157;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:06;;;;;;;;;;;;;
158;map_vetoing;0;0;;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:06;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;deagle;169.0;0.0;0.0;100.0;head;('1405', '-11816', '3154');('1520', '-11216', '3136');;
159;map_vetoing;0;0;;bo3;1;0;0;killed;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:06;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;deagle;;;;;;('1405', '-11816', '3154');('1520', '-11216', '3200');;
160;map_vetoing;0;0;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:07;;;;;;;;;;;;;
161;map_vetoing;0;0;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:08;STEAM_1:0:222365165;Å‚uuÐºz1;CT;awp;111.0;1.0;0.0;98.0;chest;('3787', '-11913', '3136');('3920', '-12144', '3136');;
162;map_vetoing;0;0;;bo3;0;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:08;STEAM_1:0:222365165;Å‚uuÐºz1;CT;awp;;;;;;('3787', '-11913', '3136');('3920', '-12144', '3200');;
163;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:08;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1;130.0;0.0;0.0;100.0;head;('6172', '-11855', '3154');('6256', '-11231', '3136');;
164;map_vetoing;0;0;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:08;STEAM_1:0:62033627;mauroban;TERRORIST;m4a1_silencer;;;;;;('6172', '-11855', '3154');('6256', '-11231', '3200');;
165;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:09;;;;;;;;;;;;;
166;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:10;;;;;;;;;;;;;
167;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:11;;;;;;;;;;;;;
168;map_vetoing;0;0;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:11;STEAM_1:1:61864068;profeta;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('8614', '-12156', '3137');('8449', '-11503', '3154');;
169;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:11;STEAM_1:0:421866189;HRZ;CT;m4a1;32.0;7.0;68.0;92.0;stomach;('8444', '-11507', '3154');('8614', '-12156', '3137');;
170;map_vetoing;0;0;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:11;STEAM_1:1:61864068;profeta;TERRORIST;m4a1;130.0;0.0;0.0;94.0;head;('8614', '-12156', '3137');('8444', '-11507', '3154');;
171;map_vetoing;0;0;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:11;STEAM_1:1:61864068;profeta;TERRORIST;m4a1_silencer;;;;;;('8614', '-12156', '3137');('8444', '-11507', '3200');;
172;map_vetoing;0;0;;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:12;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;awp;453.0;0.0;0.0;100.0;head;('1346', '-11900', '3147');('1520', '-11216', '3136');;
173;map_vetoing;0;0;;bo3;1;0;0;killed;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:12;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;awp;;;;;;('1346', '-11900', '3147');('1520', '-11216', '3200');;
174;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:13;STEAM_1:0:62033627;mauroban;TERRORIST;awp;111.0;1.0;0.0;98.0;chest;('6174', '-11879', '3154');('6210', '-11380', '3136');;
175;map_vetoing;0;0;;bo3;0;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:13;STEAM_1:0:62033627;mauroban;TERRORIST;;;;;;;('6174', '-11879', '3154');('6210', '-11380', '3200');;
176;map_vetoing;0;0;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:14;;;;;;;;;;;;;
177;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:14;;;;;;;;;;;;;
178;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:15;;;;;;;;;;;;;
179;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:16;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;awp;110.0;1.0;0.0;98.0;chest;('3890', '-12145', '3136');('3820', '-11631', '3154');;
180;map_vetoing;0;0;;bo3;0;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:16;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;;;;;;;('3890', '-12145', '3136');('3820', '-11631', '3200');;
181;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:16;STEAM_1:1:546304018;GABIGORDO;CT;hkp2000;125.0;0.0;0.0;100.0;head;('1652', '-11551', '3168');('1520', '-12144', '3136');;
182;map_vetoing;0;0;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:16;STEAM_1:1:546304018;GABIGORDO;CT;usp_silencer;;;;;;('1652', '-11551', '3168');('1520', '-12144', '3200');;
183;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;famas;19.0;4.0;81.0;95.0;chest;('6174', '-11838', '3154');('6256', '-11216', '3136');;
184;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;famas;19.0;4.0;62.0;90.0;right arm;('6174', '-11838', '3154');('6256', '-11216', '3136');;
185;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;famas;24.0;5.0;38.0;84.0;stomach;('6174', '-11838', '3154');('6256', '-11216', '3136');;
186;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;famas;19.0;4.0;19.0;79.0;chest;('6174', '-11838', '3154');('6256', '-11216', '3136');;
187;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;famas;24.0;5.0;0.0;73.0;stomach;('6174', '-11838', '3154');('6256', '-11216', '3136');;
188;map_vetoing;0;0;;bo3;0;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:17;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;;;;;;;('6174', '-11838', '3154');('6256', '-11216', '3200');;
189;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:18;;;;;;;;;;;;;
190;map_vetoing;0;0;;bo3;0;0;0;left buyzone;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:19;;;;;;;;;;;;;
191;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:19;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;deagle;180.0;0.0;0.0;100.0;head;('3761', '-11935', '3136');('3871', '-11517', '3172');;
192;map_vetoing;0;0;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:19;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;deagle;;;;;;('3761', '-11935', '3136');('3871', '-11517', '3236');;
193;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:20;;;;;;;;;;;;;
194;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:21;;;;;;;;;;;;;
195;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:21;STEAM_1:1:546304018;GABIGORDO;CT;glock;99.0;0.0;1.0;100.0;head;('1400', '-11557', '3154');('1519', '-12132', '3136');;
196;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:22;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;m4a1;130.0;0.0;0.0;100.0;head;('3732', '-11945', '3136');('3920', '-11216', '3136');;
197;map_vetoing;0;0;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:22;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;m4a1_silencer;;;;;;('3732', '-11945', '3136');('3920', '-11216', '3200');;
198;map_vetoing;0;0;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:22;STEAM_1:0:421866189;HRZ;CT;deagle;40.0;1.0;60.0;98.0;chest;('8522', '-11510', '3154');('8624', '-12144', '3136');;
199;map_vetoing;0;0;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;CT;12/21/2021 - 19:35:23;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;famas;118.0;0.0;0.0;100.0;head;('11178', '-11680', '3169');('11283', '-11826', '3168');;
200;map_vetoing;0;0;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;CT;12/21/2021 - 19:35:23;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;famas;;;;;;('11178', '-11680', '3169');('11283', '-11826', '3232');;
201;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:24;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('6128', '-11772', '3154');('6178', '-11549', '3154');;
202;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:24;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;m4a1;26.0;5.0;48.0;88.0;chest;('6114', '-11767', '3154');('6169', '-11549', '3154');;
203;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:24;;;;;;;;;;;;;
204;map_vetoing;0;0;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:24;STEAM_1:0:223654549;Leoncio;CT;m4a1;131.0;0.0;0.0;100.0;head;('6174', '-11549', '3154');('6115', '-11767', '3154');;
205;map_vetoing;0;0;;bo3;1;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 19:35:24;STEAM_1:0:223654549;Leoncio;CT;m4a1_silencer;;;;;;('6174', '-11549', '3154');('6115', '-11767', '3201');;
206;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 19:35:25;;;;;;;;;;;;;
207;map_vetoing;0;0;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:25;STEAM_1:0:62033627;mauroban;TERRORIST;deagle;46.0;1.0;54.0;98.0;chest;('8804', '-12117', '3153');('8623', '-12071', '3136');;
208;map_vetoing;0;0;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:26;STEAM_1:0:62033627;mauroban;TERRORIST;deagle;46.0;1.0;8.0;96.0;chest;('8806', '-12098', '3152');('8630', '-12069', '3136');;
209;map_vetoing;0;0;;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:26;;;;;;;;;;;;;
210;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:26;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;hkp2000;121.0;0.0;0.0;100.0;head;('3744', '-11936', '3136');('3920', '-11216', '3136');;
211;map_vetoing;0;0;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:26;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;usp_silencer;;;;;;('3744', '-11936', '3136');('3920', '-11216', '3200');;
212;map_vetoing;0;0;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:26;STEAM_1:0:421866189;HRZ;CT;deagle;58.0;2.0;2.0;95.0;stomach;('8628', '-12078', '3136');('8803', '-12122', '3153');;
213;map_vetoing;0;0;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:26;STEAM_1:0:62033627;mauroban;TERRORIST;deagle;46.0;1.0;0.0;94.0;chest;('8805', '-12117', '3153');('8628', '-12078', '3136');;
214;map_vetoing;0;0;;bo3;0;0;0;killed;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 19:35:26;STEAM_1:0:62033627;mauroban;TERRORIST;;;;;;;('8805', '-12117', '3153');('8628', '-12078', '3200');;
215;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:27;STEAM_1:1:546304018;GABIGORDO;CT;glock;15.0;8.0;0.0;91.0;stomach;('1378', '-11657', '3154');('1488', '-11229', '3136');;
216;map_vetoing;0;0;;bo3;0;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:27;STEAM_1:1:546304018;GABIGORDO;CT;;;;;;;('1378', '-11657', '3154');('1488', '-11229', '3200');;
217;map_vetoing;0;0;;bo3;0;0;0;left buyzone;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:28;;;;;;;;;;;;;
218;map_vetoing;0;0;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 19:35:29;;;;;;;;;;;;;
219;map_vetoing;0;0;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 19:35:29;;;;;;;;;;;;;
220;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:30;STEAM_1:1:546304018;GABIGORDO;CT;glock;12.0;7.0;88.0;92.0;chest;('1414', '-11553', '3154');('1406', '-11895', '3152');;
221;map_vetoing;0;0;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:30;STEAM_1:1:546304018;GABIGORDO;CT;glock;107.0;0.0;0.0;92.0;head;('1441', '-11554', '3154');('1400', '-11890', '3154');;
222;map_vetoing;0;0;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 19:35:30;STEAM_1:1:546304018;GABIGORDO;CT;glock;;;;;;('1441', '-11554', '3154');('1400', '-11890', '3218');;
223;map_vetoing;0;0;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;CT;12/21/2021 - 19:35:30;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;glock;13.0;7.0;87.0;92.0;right arm;('11112', '-11806', '3154');('10875', '-11878', '3154');;
224;map_vetoing;0;0;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;CT;12/21/2021 - 19:35:31;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;glock;12.0;7.0;75.0;84.0;chest;('11134', '-11776', '3154');('10874', '-11848', '3154');;
225;map_vetoing;0;0;;bo3;0;0;0;left buyzone;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 19:35:31;;;;;;;;;;;;;
226;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:31;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;ak47;27.0;3.0;73.0;96.0;chest;('3763', '-11935', '3136');('3920', '-11216', '3136');;
227;map_vetoing;0;0;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;CT;12/21/2021 - 19:35:31;STEAM_1:1:149616265;VininÃ£o 60Hz;TERRORIST;ak47;27.0;3.0;46.0;92.0;chest;('3761', '-11935', '3136');('3920', '-11216', '3136');;
228;map_vetoing;0;0;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:31;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;famas;118.0;0.0;0.0;100.0;head;('6123', '-11734', '3154');('6165', '-11594', '3154');;
229;map_vetoing;0;0;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 19:35:31;STEAM_1:1:511493195;Agostinho CachaÃ§a;TERRORIST;famas;;;;;;('6123', '-11734', '3154');('6165', '-11594', '3218');;
