lineno;moment;mapnumber;round;map_name;match_id;hs;penetrated;throughsmoke;type;author_name;author_id;author_side;time;victim_id;victim_name;victim_side;weapon;damage;damage_armor;victim_health;victim_armor;hitgroup;author_coord;victim_coord;blinded_time;flashbang_id
1373;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:29;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;usp_silencer;;;;;;('-1137', '-4049', '5120');('-1905', '-4120', '5184');;
1375;live;0;2;;bo3;0;0;0;say;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:30;;;;;;;;;;;;;
1377;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:31;;;;;;;;;;;;;
1378;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:31;;;;;;;;;;;;;
1379;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:31;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('-1661', '-3888', '7177');('-1105', '-3918', '7168');;
1380;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:32;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;26.0;5.0;48.0;88.0;chest;('-1661', '-3891', '7177');('-1105', '-3916', '7168');;
1381;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:32;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;26.0;5.0;22.0;82.0;chest;('-1661', '-3892', '7177');('-1105', '-3918', '7168');;
1382;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:32;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;130.0;0.0;0.0;82.0;head;('-1661', '-3892', '7177');('-1105', '-3918', '7168');;
1383;live;0;2;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:32;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1_silencer;;;;;;('-1661', '-3892', '7177');('-1105', '-3918', '7232');;
1385;live;0;2;;bo3;0;0;0;say;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:32;;;;;;;;;;;;;
1388;live;0;2;;bo3;0;0;0;say_team;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:33;;;;;;;;;;;;;
1389;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:34;STEAM_1:0:62033627;mauroban;CT;galilar;118.0;0.0;0.0;100.0;head;('-1138', '-3913', '6144');('-1457', '-3768', '6144');;
1390;live;0;2;;bo3;1;0;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:34;STEAM_1:0:62033627;mauroban;CT;galilar;;;;;;('-1138', '-3913', '6144');('-1457', '-3768', '6208');;
1391;live;0;2;;bo3;0;0;0;left buyzone;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:34;;;;;;;;;;;;;
1393;live;0;2;;bo3;0;0;0;say_team;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:36;;;;;;;;;;;;;
1395;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:36;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;hkp2000;118.0;0.0;0.0;100.0;head;('-1111', '-4144', '8192');('-2015', '-4067', '8192');;
1396;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:36;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;usp_silencer;;;;;;('-1111', '-4144', '8192');('-2015', '-4067', '8256');;
1397;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:36;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;ak47;33.0;4.0;67.0;95.0;stomach;('-1114', '-4078', '5120');('-1912', '-4137', '5120');;
1398;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:36;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;27.0;3.0;73.0;96.0;chest;('-1912', '-4137', '5120');('-1114', '-4078', '5120');;
1399;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:36;;;;;;;;;;;;;
1400;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:37;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;27.0;3.0;46.0;92.0;chest;('-1912', '-4137', '5120');('-1116', '-4062', '5120');;
1401;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:37;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;ak47;27.0;3.0;40.0;91.0;chest;('-1116', '-4061', '5120');('-1912', '-4137', '5120');;
1402;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:37;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;ak47;27.0;3.0;13.0;87.0;chest;('-1115', '-4062', '5120');('-1912', '-4137', '5120');;
1403;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:37;STEAM_1:1:61864068;profeta;CT;glock;93.0;0.0;7.0;100.0;head;('-1122', '-4083', '7168');('-1914', '-4062', '7168');;
1404;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:37;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;ak47;27.0;3.0;0.0;83.0;right arm;('-1115', '-4062', '5120');('-1912', '-4137', '5120');;
1405;live;0;2;;bo3;0;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:37;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;;;;;;;('-1115', '-4062', '5120');('-1912', '-4137', '5184');;
1406;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:38;;;;;;;;;;;;;
1407;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:38;STEAM_1:1:61864068;profeta;CT;glock;91.0;0.0;0.0;100.0;head;('-1121', '-3840', '7168');('-1915', '-4132', '7168');;
1408;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:38;STEAM_1:1:61864068;profeta;CT;glock;;;;;;('-1121', '-3840', '7168');('-1915', '-4132', '7232');;
1409;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:39;STEAM_1:0:62033627;mauroban;CT;m4a1;129.0;0.0;0.0;100.0;head;('-1111', '-3861', '8192');('-1926', '-4124', '8192');;
1410;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:39;STEAM_1:0:62033627;mauroban;CT;m4a1_silencer;;;;;;('-1111', '-3861', '8192');('-1926', '-4124', '8256');;
1411;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:39;;;;;;;;;;;;;
1412;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:40;STEAM_1:0:79381514;pLn;TERRORIST;glock;90.0;0.0;10.0;100.0;head;('-1983', '-4130', '6144');('-1148', '-3866', '6144');;
1413;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:41;;;;;;;;;;;;;
1414;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:41;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1;129.0;0.0;0.0;100.0;head;('-1833', '-3772', '8192');('-1103', '-4122', '8192');;
1415;live;0;2;;bo3;1;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:41;STEAM_1:0:421866189;HRZ;TERRORIST;m4a1_silencer;;;;;;('-1833', '-3772', '8192');('-1103', '-4122', '8256');;
1416;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:41;;;;;;;;;;;;;
1417;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:42;STEAM_1:0:79381514;pLn;TERRORIST;glock;90.0;0.0;0.0;100.0;head;('-1990', '-4093', '6144');('-1114', '-4039', '6144');;
1418;live;0;2;;bo3;1;0;0;killed;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:42;STEAM_1:0:79381514;pLn;TERRORIST;glock;;;;;;('-1990', '-4093', '6144');('-1114', '-4039', '6208');;
1419;live;0;2;;bo3;0;0;0;left buyzone;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:43;;;;;;;;;;;;;
1420;live;0;2;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:43;;;;;;;;;;;;;
1421;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:44;STEAM_1:0:223654549;Leoncio;TERRORIST;hkp2000;15.0;7.0;85.0;92.0;chest;('-1902', '-4134', '5120');('-1258', '-4221', '5120');;
1422;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:44;STEAM_1:0:62033627;mauroban;CT;hkp2000;124.0;0.0;0.0;100.0;head;('-1261', '-4215', '5120');('-1901', '-4132', '5120');;
1423;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:44;STEAM_1:0:62033627;mauroban;CT;usp_silencer;;;;;;('-1261', '-4215', '5120');('-1901', '-4132', '5184');;
1424;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:45;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;22.0;3.0;78.0;96.0;right arm;('-1098', '-3891', '6144');('-1907', '-3924', '6144');;
1425;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:46;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;116.0;0.0;0.0;96.0;head;('-1100', '-3878', '6144');('-1924', '-3925', '6144');;
1426;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:46;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;;;;;;('-1100', '-3878', '6144');('-1924', '-3925', '6208');;
1427;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:47;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;21.0;4.0;79.0;95.0;right arm;('-1122', '-4071', '8192');('-1932', '-3840', '8192');;
1428;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:47;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;96.0;0.0;0.0;95.0;head;('-1121', '-4068', '8192');('-1932', '-3840', '8192');;
1429;live;0;2;;bo3;1;1;0;killed;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:47;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;m4a1;;;;;;('-1121', '-4068', '8192');('-1932', '-3840', '8256');;
1430;live;0;2;;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:47;;;;;;;;;;;;;
1431;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:48;;;;;;;;;;;;;
1432;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:49;;;;;;;;;;;;;
1433;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:50;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;22.0;3.0;78.0;96.0;chest;('-1059', '-4100', '6144');('-1986', '-3894', '6144');;
1434;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:50;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;22.0;3.0;56.0;92.0;chest;('-1058', '-4099', '6144');('-1986', '-3886', '6144');;
1435;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:50;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;22.0;3.0;34.0;88.0;chest;('-1056', '-4089', '6144');('-1986', '-3884', '6144');;
1436;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:51;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;115.0;0.0;0.0;88.0;head;('-1057', '-4092', '6144');('-1986', '-3884', '6144');;
1437;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:51;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;;;;;;('-1057', '-4092', '6144');('-1986', '-3884', '6208');;
1438;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:51;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;21.0;4.0;79.0;95.0;chest;('-1969', '-3924', '7168');('-1145', '-3889', '7168');;
1439;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:52;STEAM_1:0:223654549;Leoncio;TERRORIST;awp;110.0;1.0;0.0;98.0;chest;('-1936', '-3835', '5120');('-1121', '-4058', '5120');;
1440;live;0;2;;bo3;0;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:52;STEAM_1:0:223654549;Leoncio;TERRORIST;;;;;;;('-1936', '-3835', '5120');('-1121', '-4058', '5184');;
1441;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:53;STEAM_1:1:61864068;profeta;CT;m4a1;21.0;4.0;79.0;95.0;chest;('-1138', '-4092', '7168');('-1958', '-3847', '7168');;
1442;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:53;;;;;;;;;;;;;
1443;live;0;2;;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:53;;;;;;;;;;;;;
1444;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:53;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;125.0;0.0;0.0;95.0;head;('-1966', '-3879', '7168');('-1138', '-4092', '7168');;
1445;live;0;2;;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:53;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;;;;;;('-1966', '-3879', '7168');('-1138', '-4092', '7232');;
1446;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:54;STEAM_1:0:79381514;pLn;TERRORIST;m4a1;130.0;0.0;0.0;100.0;head;('-1907', '-3904', '8192');('-1145', '-3901', '8192');;
1447;live;0;2;;bo3;1;0;0;killed;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:54;STEAM_1:0:79381514;pLn;TERRORIST;m4a1_silencer;;;;;;('-1907', '-3904', '8192');('-1145', '-3901', '8256');;
1448;live;0;2;;bo3;0;0;0;attacked;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:55;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;139.0;0.0;0.0;100.0;head;('-1917', '-4060', '5120');('-1148', '-3891', '5120');;
1449;live;0;2;;bo3;1;0;0;killed;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:38:55;STEAM_1:0:223654549;Leoncio;TERRORIST;ak47;;;;;;('-1917', '-4060', '5120');('-1148', '-3891', '5184');;
1450;live;0;2;;bo3;0;0;0;left buyzone;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:55;;;;;;;;;;;;;
1451;live;0;2;;bo3;0;0;0;left buyzone;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:55;;;;;;;;;;;;;
1452;live;0;2;;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:38:57;;;;;;;;;;;;;
1453;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:57;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;famas;19.0;4.0;81.0;95.0;chest;('-1064', '-3892', '6144');('-1984', '-3918', '6144');;
1455;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:57;STEAM_1:1:61864068;profeta;CT;m4a1;14.0;3.0;86.0;96.0;chest;('-1124', '-4177', '7168');('-1982', '-4004', '7168');;
1456;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:58;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;famas;19.0;4.0;62.0;90.0;chest;('-1063', '-3903', '6144');('-1985', '-3920', '6144');;
1457;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:58;STEAM_1:1:61864068;profeta;CT;m4a1;21.0;4.0;65.0;91.0;chest;('-1125', '-4182', '7168');('-1983', '-4015', '7168');;
1458;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:58;STEAM_1:0:79381514;pLn;TERRORIST;ak47;19.0;2.0;81.0;97.0;right arm;('-1900', '-4175', '8192');('-1101', '-3884', '8192');;
1459;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:58;STEAM_1:0:79381514;pLn;TERRORIST;ak47;16.0;2.0;65.0;94.0;chest;('-1900', '-4175', '8192');('-1103', '-3878', '8192');;
1460;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:38:58;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;famas;19.0;4.0;43.0;85.0;right arm;('-1062', '-3925', '6144');('-1985', '-3914', '6144');;
1461;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:58;STEAM_1:0:421866189;HRZ;TERRORIST;famas;111.0;0.0;0.0;100.0;head;('-1984', '-3905', '6144');('-1062', '-3925', '6144');;
1462;live;0;2;;bo3;1;0;0;killed;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:38:58;STEAM_1:0:421866189;HRZ;TERRORIST;famas;;;;;;('-1984', '-3905', '6144');('-1062', '-3925', '6208');;
1463;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:58;STEAM_1:1:61864068;profeta;CT;m4a1;51.0;0.0;14.0;91.0;head;('-1127', '-4188', '7168');('-1981', '-4003', '7168');;
1464;live;0;2;;bo3;0;0;0;attacked;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:38:59;STEAM_1:0:62033627;mauroban;CT;ak47;26.0;3.0;74.0;96.0;right arm;('-1104', '-3875', '8192');('-1914', '-4131', '8192');;
1465;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:59;STEAM_1:0:79381514;pLn;TERRORIST;ak47;26.0;3.0;39.0;90.0;chest;('-1915', '-4127', '8192');('-1104', '-3875', '8192');;
1466;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:38:59;STEAM_1:0:222365165;Å‚uuÐºz1;TERRORIST;m4a1;13.0;2.0;87.0;97.0;chest;('-1981', '-4005', '7168');('-1128', '-4195', '7168');;
1467;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:59;STEAM_1:0:79381514;pLn;TERRORIST;ak47;40.0;0.0;0.0;90.0;head;('-1917', '-4121', '8192');('-1097', '-3899', '8192');;
1468;live;0;2;;bo3;1;1;0;killed;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:38:59;STEAM_1:0:79381514;pLn;TERRORIST;ak47;;;;;;('-1917', '-4121', '8192');('-1097', '-3899', '8256');;
1469;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:59;STEAM_1:1:61864068;profeta;CT;m4a1;125.0;0.0;0.0;91.0;head;('-1133', '-4218', '7168');('-1982', '-4007', '7168');;
1470;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:38:59;STEAM_1:1:61864068;profeta;CT;m4a1;;;;;;('-1133', '-4218', '7168');('-1982', '-4007', '7232');;
1471;live;0;2;;bo3;0;0;0;left buyzone;pLn;STEAM_1:0:79381514;TERRORIST;12/21/2021 - 19:39:00;;;;;;;;;;;;;
1472;live;0;2;;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:01;;;;;;;;;;;;;
1473;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:01;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;glock;12.0;7.0;88.0;92.0;right arm;('-1189', '-3799', '5120');('-1458', '-3752', '5120');;
1474;live;0;2;;bo3;0;0;0;attacked;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:01;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;glock;110.0;0.0;0.0;92.0;head;('-1190', '-3824', '5120');('-1453', '-3752', '5120');;
1475;live;0;2;;bo3;1;0;0;killed;Leoncio;STEAM_1:0:223654549;TERRORIST;12/21/2021 - 19:39:01;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;glock;;;;;;('-1190', '-3824', '5120');('-1453', '-3752', '5184');;
1476;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:01;;;;;;;;;;;;;
1477;live;0;2;;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;CT;12/21/2021 - 19:39:02;STEAM_1:0:79381514;pLn;TERRORIST;hkp2000;9.0;4.0;91.0;95.0;chest;('-1936', '-3866', '8192');('-1125', '-4052', '8192');;
1478;live;0;2;;bo3;0;0;0;attacked;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:03;STEAM_1:0:421866189;HRZ;TERRORIST;galilar;22.0;3.0;78.0;96.0;chest;('-1971', '-3858', '6144');('-1114', '-4099', '6144');;
1479;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:03;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;115.0;0.0;0.0;100.0;head;('-1116', '-4109', '6144');('-1971', '-3858', '6144');;
1480;live;0;2;;bo3;1;0;0;killed;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:03;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;galilar;;;;;;('-1116', '-4109', '6144');('-1971', '-3858', '6208');;
1481;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:03;STEAM_1:1:61864068;profeta;CT;galilar;22.0;3.0;78.0;96.0;chest;('-1086', '-4077', '7168');('-1911', '-4039', '7168');;
1482;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:03;STEAM_1:1:61864068;profeta;CT;galilar;116.0;0.0;0.0;96.0;head;('-1086', '-4077', '7168');('-1911', '-4039', '7168');;
1483;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:03;STEAM_1:1:61864068;profeta;CT;galilar;;;;;;('-1086', '-4077', '7168');('-1911', '-4039', '7232');;
1484;live;0;2;;bo3;0;0;0;left buyzone;Agostinho CachaÃ§a;STEAM_1:1:511493195;CT;12/21/2021 - 19:39:03;;;;;;;;;;;;;
1485;live;0;2;;bo3;0;0;0;left buyzone;VininÃ£o 60Hz;STEAM_1:1:149616265;CT;12/21/2021 - 19:39:05;;;;;;;;;;;;;
1486;live;0;2;;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:05;;;;;;;;;;;;;
1487;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:07;STEAM_1:0:223654549;Leoncio;TERRORIST;deagle;37.0;1.0;63.0;98.0;chest;('-2016', '-4030', '5120');('-1127', '-4052', '5120');;
1488;live;0;2;;bo3;0;0;0;attacked;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:07;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;158.0;0.0;0.0;100.0;head;('-1125', '-4097', '7168');('-1931', '-3885', '7168');;
1489;live;0;2;;bo3;1;0;0;killed;Å‚uuÐºz1;STEAM_1:0:222365165;TERRORIST;12/21/2021 - 19:39:07;STEAM_1:1:511493195;Agostinho CachaÃ§a;CT;deagle;;;;;;('-1125', '-4097', '7168');('-1931', '-3885', '7232');;
1490;live;0;2;;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;CT;12/21/2021 - 19:39:08;STEAM_1:0:223654549;Leoncio;TERRORIST;deagle;37.0;1.0;26.0;96.0;chest;('-2016', '-4042', '5120');('-1127', '-4060', '5120');;
1491;live;0;2;;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;TERRORIST;12/21/2021 - 19:39:09;STEAM_1:1:149616265;VininÃ£o 60Hz;CT;glock;10.0;5.0;90.0;94.0;chest;('-1057', '-4030', '6144');('-1995', '-4054', '6144');;
